CustomerNumber,profileDeviceInterval,ProfileDeviceIntervalReading
1,13/07/2015 11:00,0.028
1,13/07/2015 11:30,0.028
1,13/07/2015 12:00,0.028
1,13/07/2015 12:30,0.046
1,13/07/2015 13:00,0.028
1,13/07/2015 13:30,0.028
1,13/07/2015 14:00,0.04
1,13/07/2015 14:30,0.027
1,13/07/2015 15:00,0.028
1,13/07/2015 15:30,0.028
1,13/07/2015 16:00,0.04
1,13/07/2015 16:30,0.028
1,13/07/2015 17:00,0.028
1,13/07/2015 17:30,0.028
1,13/07/2015 18:00,0.028
1,13/07/2015 18:30,0.027
1,13/07/2015 19:00,0.028
1,13/07/2015 19:30,0.028
1,13/07/2015 20:00,0.027
1,13/07/2015 20:30,0.039
1,13/07/2015 21:00,0.043
1,13/07/2015 21:30,0.036
1,13/07/2015 22:00,0.04
1,13/07/2015 22:30,0.029
1,13/07/2015 23:00,0.028
1,13/07/2015 23:30,0.028
1,14/07/2015 00:00,0.029
1,14/07/2015 00:30,0.028
1,14/07/2015 01:00,0.029
1,14/07/2015 01:30,0.029
1,14/07/2015 02:00,0.029
1,14/07/2015 02:30,0.029
1,14/07/2015 03:00,0.029
1,14/07/2015 03:30,0.029
1,14/07/2015 04:00,0.028
1,14/07/2015 04:30,0.029
1,14/07/2015 05:00,0.028
1,14/07/2015 05:30,0.028
1,14/07/2015 06:00,0.028
1,14/07/2015 06:30,0.029
1,14/07/2015 07:00,0.027
1,14/07/2015 07:30,0.028
1,14/07/2015 08:00,0.028
1,14/07/2015 08:30,0.029
1,14/07/2015 09:00,0.028
1,14/07/2015 09:30,0.028
1,14/07/2015 10:00,0.028
1,14/07/2015 10:30,0.028
1,14/07/2015 11:00,0.028
1,14/07/2015 11:30,0.027
1,14/07/2015 12:00,0.04
1,14/07/2015 12:30,0.027
1,14/07/2015 13:00,0.027
1,14/07/2015 13:30,0.028
1,14/07/2015 14:00,0.028
1,14/07/2015 14:30,0.04
1,14/07/2015 15:00,0.027
1,14/07/2015 15:30,0.04
1,14/07/2015 16:00,0.028
1,14/07/2015 16:30,0.027
1,14/07/2015 17:00,0.028
1,14/07/2015 17:30,0.027
1,14/07/2015 18:00,0.028
1,14/07/2015 18:30,0.028
1,14/07/2015 19:00,0.027
1,14/07/2015 19:30,0.027
1,14/07/2015 20:00,0.04
1,14/07/2015 20:30,0.063
1,14/07/2015 21:00,0.052
1,14/07/2015 21:30,0.028
1,14/07/2015 22:00,0.041
1,14/07/2015 22:30,0.028
1,14/07/2015 23:00,0.032
1,14/07/2015 23:30,0.037
1,15/07/2015 00:00,0.039
1,15/07/2015 00:30,0.041
1,15/07/2015 01:00,0.04
1,15/07/2015 01:30,0.029
1,15/07/2015 02:00,0.028
1,15/07/2015 02:30,0.028
1,15/07/2015 03:00,0.028
1,15/07/2015 03:30,0.028
1,15/07/2015 04:00,0.028
1,15/07/2015 04:30,0.028
1,15/07/2015 05:00,0.028
1,15/07/2015 05:30,0.028
1,15/07/2015 06:00,0.027
1,15/07/2015 06:30,0.028
1,15/07/2015 07:00,0.027
1,15/07/2015 07:30,0.027
1,15/07/2015 08:00,0.029
1,15/07/2015 08:30,0.028
1,15/07/2015 09:00,0.028
1,15/07/2015 09:30,0.027
1,15/07/2015 10:00,0.028
1,15/07/2015 10:30,0.028
1,15/07/2015 11:00,0.04
1,15/07/2015 11:30,0.028
1,15/07/2015 12:00,0.028
1,15/07/2015 12:30,0.028
1,15/07/2015 13:00,0.028
1,15/07/2015 13:30,0.029
1,15/07/2015 14:00,0.04
1,15/07/2015 14:30,0.029
1,15/07/2015 15:00,0.028
1,15/07/2015 15:30,0.028
1,15/07/2015 16:00,0.028
1,15/07/2015 16:30,0.04
1,15/07/2015 17:00,0.028
1,15/07/2015 17:30,0.028
1,15/07/2015 18:00,0.028
1,15/07/2015 18:30,0.028
1,15/07/2015 19:00,0.028
1,15/07/2015 19:30,0.029
1,15/07/2015 20:00,0.028
1,15/07/2015 20:30,0.04
1,15/07/2015 21:00,0.04
1,15/07/2015 21:30,0.028
1,15/07/2015 22:00,0.04
1,15/07/2015 22:30,0.027
1,15/07/2015 23:00,0.029
1,15/07/2015 23:30,0.028
1,16/07/2015 00:00,0.029
1,16/07/2015 00:30,0.029
1,16/07/2015 01:00,0.029
1,16/07/2015 01:30,0.028
1,16/07/2015 02:00,0.029
1,16/07/2015 02:30,0.029
1,16/07/2015 03:00,0.029
1,16/07/2015 03:30,0.029
1,16/07/2015 04:00,0.029
1,16/07/2015 04:30,0.029
1,16/07/2015 05:00,0.028
1,16/07/2015 05:30,0.029
1,16/07/2015 06:00,0.029
1,16/07/2015 06:30,0.028
1,16/07/2015 07:00,0.028
1,16/07/2015 07:30,0.028
1,16/07/2015 08:00,0.028
1,16/07/2015 08:30,0.028
1,16/07/2015 09:00,0.028
1,16/07/2015 09:30,0.028
1,16/07/2015 10:00,0.028
1,16/07/2015 10:30,0.028
1,16/07/2015 11:00,0.029
1,16/07/2015 11:30,0.029
1,16/07/2015 12:00,0.04
1,16/07/2015 12:30,0.029
1,16/07/2015 13:00,0.038
1,16/07/2015 13:30,0.029
1,16/07/2015 14:00,0.028
1,16/07/2015 14:30,0.028
1,16/07/2015 15:00,0.027
1,16/07/2015 15:30,0.028
1,16/07/2015 16:00,0.028
1,16/07/2015 16:30,0.027
1,16/07/2015 17:00,0.039
1,16/07/2015 17:30,0.028
1,16/07/2015 18:00,0.039
1,16/07/2015 18:30,0.035
1,16/07/2015 19:00,0.033
1,16/07/2015 19:30,0.028
1,16/07/2015 20:00,0.028
1,16/07/2015 20:30,0.028
1,16/07/2015 21:00,0.04
1,16/07/2015 21:30,0.028
1,16/07/2015 22:00,0.052
1,16/07/2015 22:30,0.029
1,16/07/2015 23:00,0.028
1,16/07/2015 23:30,0.028
1,17/07/2015 00:00,0.028
1,17/07/2015 00:30,0.028
1,17/07/2015 01:00,0.028
1,17/07/2015 01:30,0.041
1,17/07/2015 02:00,0.028
1,17/07/2015 02:30,0.041
1,17/07/2015 03:00,0.029
1,17/07/2015 03:30,0.028
1,17/07/2015 04:00,0.028
1,17/07/2015 04:30,0.028
1,17/07/2015 05:00,0.028
1,17/07/2015 05:30,0.029
1,17/07/2015 06:00,0.028
1,17/07/2015 06:30,0.028
1,17/07/2015 07:00,0.028
1,17/07/2015 07:30,0.028
1,17/07/2015 08:00,0.028
1,17/07/2015 08:30,0.028
1,17/07/2015 09:00,0.028
1,17/07/2015 09:30,0.041
1,17/07/2015 10:00,0.028
1,17/07/2015 10:30,0.028
1,17/07/2015 11:00,0.028
1,17/07/2015 11:30,0.028
1,17/07/2015 12:00,0.04
1,17/07/2015 12:30,0.028
1,17/07/2015 13:00,0.028
1,17/07/2015 13:30,0.029
1,17/07/2015 14:00,0.028
1,17/07/2015 14:30,0.028
1,17/07/2015 15:00,0.029
1,17/07/2015 15:30,0.029
1,17/07/2015 16:00,0.028
1,17/07/2015 16:30,0.028
1,17/07/2015 17:00,0.027
1,17/07/2015 17:30,0.028
1,17/07/2015 18:00,0.028
1,17/07/2015 18:30,0.028
1,17/07/2015 19:00,0.029
1,17/07/2015 19:30,0.028
1,17/07/2015 20:00,0.028
1,17/07/2015 20:30,0.028
1,17/07/2015 21:00,0.027
1,17/07/2015 21:30,0.029
1,17/07/2015 22:00,0.039
1,17/07/2015 22:30,0.028
1,17/07/2015 23:00,0.028
1,17/07/2015 23:30,0.029
1,18/07/2015 00:00,0.029
1,18/07/2015 00:30,0.028
1,18/07/2015 01:00,0.029
1,18/07/2015 01:30,0.029
1,18/07/2015 02:00,0.029
1,18/07/2015 02:30,0.028
1,18/07/2015 03:00,0.029
1,18/07/2015 03:30,0.029
1,18/07/2015 04:00,0.028
1,18/07/2015 04:30,0.028
1,18/07/2015 05:00,0.028
1,18/07/2015 05:30,0.028
1,18/07/2015 06:00,0.028
1,18/07/2015 06:30,0.028
1,18/07/2015 07:00,0.028
1,18/07/2015 07:30,0.028
1,18/07/2015 08:00,0.027
1,18/07/2015 08:30,0.028
1,18/07/2015 09:00,0.041
1,18/07/2015 09:30,0.028
1,18/07/2015 10:00,0.027
1,18/07/2015 10:30,0.027
1,18/07/2015 11:00,0.028
1,18/07/2015 11:30,0.027
1,18/07/2015 12:00,0.028
1,18/07/2015 12:30,0.027
1,18/07/2015 13:00,0.028
1,18/07/2015 13:30,0.027
1,18/07/2015 14:00,0.028
1,18/07/2015 14:30,0.028
1,18/07/2015 15:00,0.028
1,18/07/2015 15:30,0.028
1,18/07/2015 16:00,0.028
1,18/07/2015 16:30,0.027
1,18/07/2015 17:00,0.029
1,18/07/2015 17:30,0.028
1,18/07/2015 18:00,0.028
1,18/07/2015 18:30,0.028
1,18/07/2015 19:00,0.028
1,18/07/2015 19:30,0.028
1,18/07/2015 20:00,0.027
1,18/07/2015 20:30,0.027
1,18/07/2015 21:00,0.028
1,18/07/2015 21:30,0.028
1,18/07/2015 22:00,0.039
1,18/07/2015 22:30,0.028
1,18/07/2015 23:00,0.028
1,18/07/2015 23:30,0.05
1,19/07/2015 00:00,0.027
1,19/07/2015 00:30,0.029
1,19/07/2015 01:00,0.028
1,19/07/2015 01:30,0.028
1,19/07/2015 02:00,0.028
1,19/07/2015 02:30,0.027
1,19/07/2015 03:00,0.029
1,19/07/2015 03:30,0.028
1,19/07/2015 04:00,0.027
1,19/07/2015 04:30,0.028
1,19/07/2015 05:00,0.027
1,19/07/2015 05:30,0.027
1,19/07/2015 06:00,0.028
1,19/07/2015 06:30,0.028
1,19/07/2015 07:00,0.028
1,19/07/2015 07:30,0.027
1,19/07/2015 08:00,0.029
1,19/07/2015 08:30,0.028
1,19/07/2015 09:00,0.027
1,19/07/2015 09:30,0.028
1,19/07/2015 10:00,0.027
1,19/07/2015 10:30,0.028
1,19/07/2015 11:00,0.027
1,19/07/2015 11:30,0.027
1,19/07/2015 12:00,0.027
1,19/07/2015 12:30,0.027
1,19/07/2015 13:00,0.028
1,19/07/2015 13:30,0.028
1,19/07/2015 14:00,0.027
1,19/07/2015 14:30,0.028
1,19/07/2015 15:00,0.027
1,19/07/2015 15:30,0.028
1,19/07/2015 16:00,0.027
1,19/07/2015 16:30,0.028
1,19/07/2015 17:00,0.028
1,19/07/2015 17:30,0.028
1,19/07/2015 18:00,0.028
1,19/07/2015 18:30,0.029
1,19/07/2015 19:00,0.028
1,19/07/2015 19:30,0.028
1,19/07/2015 20:00,0.028
1,19/07/2015 20:30,0.028
1,19/07/2015 21:00,0.028
1,19/07/2015 21:30,0.028
1,19/07/2015 22:00,0.04
1,19/07/2015 22:30,0.029
1,19/07/2015 23:00,0.028
1,19/07/2015 23:30,0.029
1,20/07/2015 00:00,0.028
1,20/07/2015 00:30,0.029
1,20/07/2015 01:00,0.028
1,20/07/2015 01:30,0.028
1,20/07/2015 02:00,0.028
1,20/07/2015 02:30,0.028
1,20/07/2015 03:00,0.028
1,20/07/2015 03:30,0.028
1,20/07/2015 04:00,0.028
1,20/07/2015 04:30,0.028
1,20/07/2015 05:00,0.028
1,20/07/2015 05:30,0.027
1,20/07/2015 06:00,0.028
1,20/07/2015 06:30,0.029
1,20/07/2015 07:00,0.028
1,20/07/2015 07:30,0.027
1,20/07/2015 08:00,0.028
1,20/07/2015 08:30,0.028
1,20/07/2015 09:00,0.027
1,20/07/2015 09:30,0.028
1,20/07/2015 10:00,0.028
1,20/07/2015 10:30,0.028
1,20/07/2015 11:00,0.028
1,20/07/2015 11:30,0.028
1,20/07/2015 12:00,0.028
1,20/07/2015 12:30,0.04
1,20/07/2015 13:00,0.028
1,20/07/2015 13:30,0.028
1,20/07/2015 14:00,0.028
1,20/07/2015 14:30,0.028
1,20/07/2015 15:00,0.04
1,20/07/2015 15:30,0.028
1,20/07/2015 16:00,0.028
1,20/07/2015 16:30,0.028
1,20/07/2015 17:00,0.028
1,20/07/2015 17:30,0.027
1,20/07/2015 18:00,0.027
1,20/07/2015 18:30,0.028
1,20/07/2015 19:00,0.027
1,20/07/2015 19:30,0.028
1,20/07/2015 20:00,0.027
1,20/07/2015 20:30,0.027
1,20/07/2015 21:00,0.026
1,20/07/2015 21:30,0.027
1,20/07/2015 22:00,0.039
1,20/07/2015 22:30,0.028
1,20/07/2015 23:00,0.028
1,20/07/2015 23:30,0.028
1,21/07/2015 00:00,0.029
1,21/07/2015 00:30,0.028
1,21/07/2015 01:00,0.028
1,21/07/2015 01:30,0.029
1,21/07/2015 02:00,0.028
1,21/07/2015 02:30,0.029
1,21/07/2015 03:00,0.028
1,21/07/2015 03:30,0.029
1,21/07/2015 04:00,0.028
1,21/07/2015 04:30,0.029
1,21/07/2015 05:00,0.028
1,21/07/2015 05:30,0.028
1,21/07/2015 06:00,0.028
1,21/07/2015 06:30,0.028
1,21/07/2015 07:00,0.028
1,21/07/2015 07:30,0.027
1,21/07/2015 08:00,0.028
1,21/07/2015 08:30,0.028
1,21/07/2015 09:00,0.029
1,21/07/2015 09:30,0.028
1,21/07/2015 10:00,0.038
1,21/07/2015 10:30,0.03
1,21/07/2015 11:00,0.027
1,21/07/2015 11:30,0.028
1,21/07/2015 12:00,0.028
1,21/07/2015 12:30,0.028
1,21/07/2015 13:00,0.028
1,21/07/2015 13:30,0.039
1,21/07/2015 14:00,0.028
1,21/07/2015 14:30,0.04
1,21/07/2015 15:00,0.028
1,21/07/2015 15:30,0.028
1,21/07/2015 16:00,0.027
1,21/07/2015 16:30,0.027
1,21/07/2015 17:00,0.027
1,21/07/2015 17:30,0.027
1,21/07/2015 18:00,0.028
1,21/07/2015 18:30,0.027
1,21/07/2015 19:00,0.028
1,21/07/2015 19:30,0.028
1,21/07/2015 20:00,0.027
1,21/07/2015 20:30,0.027
1,21/07/2015 21:00,0.039
1,21/07/2015 21:30,0.027
1,21/07/2015 22:00,0.052
1,21/07/2015 22:30,0.028
1,21/07/2015 23:00,0.028
1,21/07/2015 23:30,0.028
1,22/07/2015 00:00,0.028
1,22/07/2015 00:30,0.028
1,22/07/2015 01:00,0.028
1,22/07/2015 01:30,0.028
1,22/07/2015 02:00,0.027
1,22/07/2015 02:30,0.028
1,22/07/2015 03:00,0.028
1,22/07/2015 03:30,0.027
1,22/07/2015 04:00,0.028
1,22/07/2015 04:30,0.028
1,22/07/2015 05:00,0.028
1,22/07/2015 05:30,0.028
1,22/07/2015 06:00,0.028
1,22/07/2015 06:30,0.028
1,22/07/2015 07:00,0.028
1,22/07/2015 07:30,0.027
1,22/07/2015 08:00,0.028
1,22/07/2015 08:30,0.028
1,22/07/2015 09:00,0.028
1,22/07/2015 09:30,0.041
1,22/07/2015 10:00,0.028
1,22/07/2015 10:30,0.028
1,22/07/2015 11:00,0.028
1,22/07/2015 11:30,0.028
1,22/07/2015 12:00,0.028
1,22/07/2015 12:30,0.027
1,22/07/2015 13:00,0.028
1,22/07/2015 13:30,0.028
1,22/07/2015 14:00,0.029
1,22/07/2015 14:30,0.027
1,22/07/2015 15:00,0.028
1,22/07/2015 15:30,0.03
1,22/07/2015 16:00,0.037
1,22/07/2015 16:30,0.027
1,22/07/2015 17:00,0.027
1,22/07/2015 17:30,0.038
1,22/07/2015 18:00,0.027
1,22/07/2015 18:30,0.028
1,22/07/2015 19:00,0.027
1,22/07/2015 19:30,0.027
1,22/07/2015 20:00,0.027
1,22/07/2015 20:30,0.027
1,22/07/2015 21:00,0.028
1,22/07/2015 21:30,0.028
1,22/07/2015 22:00,0.039
1,22/07/2015 22:30,0.028
1,22/07/2015 23:00,0.028
1,22/07/2015 23:30,0.028
1,23/07/2015 00:00,0.028
1,23/07/2015 00:30,0.028
1,23/07/2015 01:00,0.028
1,23/07/2015 01:30,0.04
1,23/07/2015 02:00,0.028
1,23/07/2015 02:30,0.028
1,23/07/2015 03:00,0.028
1,23/07/2015 03:30,0.028
1,23/07/2015 04:00,0.028
1,23/07/2015 04:30,0.028
1,23/07/2015 05:00,0.028
1,23/07/2015 05:30,0.028
1,23/07/2015 06:00,0.028
1,23/07/2015 06:30,0.027
1,23/07/2015 07:00,0.028
1,23/07/2015 07:30,0.027
1,23/07/2015 08:00,0.028
1,23/07/2015 08:30,0.029
1,23/07/2015 09:00,0.028
1,23/07/2015 09:30,0.027
1,23/07/2015 10:00,0.028
1,23/07/2015 10:30,0.028
1,23/07/2015 11:00,0.028
1,23/07/2015 11:30,0.027
1,23/07/2015 12:00,0.028
1,23/07/2015 12:30,0.028
1,23/07/2015 13:00,0.027
1,23/07/2015 13:30,0.028
1,23/07/2015 14:00,0.028
1,23/07/2015 14:30,0.028
1,23/07/2015 15:00,0.04
1,23/07/2015 15:30,0.028
1,23/07/2015 16:00,0.028
1,23/07/2015 16:30,0.028
1,23/07/2015 17:00,0.028
1,23/07/2015 17:30,0.027
1,23/07/2015 18:00,0.027
1,23/07/2015 18:30,0.028
1,23/07/2015 19:00,0.04
1,23/07/2015 19:30,0.028
1,23/07/2015 20:00,0.039
1,23/07/2015 20:30,0.039
1,23/07/2015 21:00,0.028
1,23/07/2015 21:30,0.028
1,23/07/2015 22:00,0.04
1,23/07/2015 22:30,0.028
1,23/07/2015 23:00,0.028
1,23/07/2015 23:30,0.028
1,24/07/2015 00:00,0.028
1,24/07/2015 00:30,0.028
1,24/07/2015 01:00,0.028
1,24/07/2015 01:30,0.052
1,24/07/2015 02:00,0.029
1,24/07/2015 02:30,0.028
1,24/07/2015 03:00,0.028
1,24/07/2015 03:30,0.029
1,24/07/2015 04:00,0.028
1,24/07/2015 04:30,0.027
1,24/07/2015 05:00,0.027
1,24/07/2015 05:30,0.028
1,24/07/2015 06:00,0.027
1,24/07/2015 06:30,0.028
1,24/07/2015 07:00,0.039
1,24/07/2015 07:30,0.028
1,24/07/2015 08:00,0.028
1,24/07/2015 08:30,0.028
1,24/07/2015 09:00,0.028
1,24/07/2015 09:30,0.028
1,24/07/2015 10:00,0.028
1,24/07/2015 10:30,0.028
1,24/07/2015 11:00,0.028
1,24/07/2015 11:30,0.028
1,24/07/2015 12:00,0.029
1,24/07/2015 12:30,0.028
1,24/07/2015 13:00,0.028
1,24/07/2015 13:30,0.028
1,24/07/2015 14:00,0.028
1,24/07/2015 14:30,0.028
1,24/07/2015 15:00,0.028
1,24/07/2015 15:30,0.028
1,24/07/2015 16:00,0.028
1,24/07/2015 16:30,0.028
1,24/07/2015 17:00,0.028
1,24/07/2015 17:30,0.028
1,24/07/2015 18:00,0.027
1,24/07/2015 18:30,0.028
1,24/07/2015 19:00,0.028
1,24/07/2015 19:30,0.028
1,24/07/2015 20:00,0.035
1,24/07/2015 20:30,0.031
1,24/07/2015 21:00,0.028
1,24/07/2015 21:30,0.027
1,24/07/2015 22:00,0.04
1,24/07/2015 22:30,0.04
1,24/07/2015 23:00,0.04
1,24/07/2015 23:30,0.029
1,25/07/2015 00:00,0.028
1,25/07/2015 00:30,0.029
1,25/07/2015 01:00,0.028
1,25/07/2015 01:30,0.029
1,25/07/2015 02:00,0.041
1,25/07/2015 02:30,0.029
1,25/07/2015 03:00,0.028
1,25/07/2015 03:30,0.029
1,25/07/2015 04:00,0.029
1,25/07/2015 04:30,0.028
1,25/07/2015 05:00,0.028
1,25/07/2015 05:30,0.029
1,25/07/2015 06:00,0.028
1,25/07/2015 06:30,0.028
1,25/07/2015 07:00,0.028
1,25/07/2015 07:30,0.027
1,25/07/2015 08:00,0.028
1,25/07/2015 08:30,0.028
1,25/07/2015 09:00,0.028
1,25/07/2015 09:30,0.027
1,25/07/2015 10:00,0.027
1,25/07/2015 10:30,0.027
1,25/07/2015 11:00,0.028
1,25/07/2015 11:30,0.028
1,25/07/2015 12:00,0.027
1,25/07/2015 12:30,0.027
1,25/07/2015 13:00,0.039
1,25/07/2015 13:30,0.028
1,25/07/2015 14:00,0.027
1,25/07/2015 14:30,0.027
1,25/07/2015 15:00,0.027
1,25/07/2015 15:30,0.028
1,25/07/2015 16:00,0.028
1,25/07/2015 16:30,0.027
1,25/07/2015 17:00,0.028
1,25/07/2015 17:30,0.027
1,25/07/2015 18:00,0.027
1,25/07/2015 18:30,0.028
1,25/07/2015 19:00,0.027
1,25/07/2015 19:30,0.039
1,25/07/2015 20:00,0.073
1,25/07/2015 20:30,0.028
1,25/07/2015 21:00,0.028
1,25/07/2015 21:30,0.028
1,25/07/2015 22:00,0.04
1,25/07/2015 22:30,0.028
1,25/07/2015 23:00,0.04
1,25/07/2015 23:30,0.027
1,26/07/2015 00:00,0.029
1,26/07/2015 00:30,0.028
1,26/07/2015 01:00,0.028
1,26/07/2015 01:30,0.029
1,26/07/2015 02:00,0.028
1,26/07/2015 02:30,0.028
1,26/07/2015 03:00,0.028
1,26/07/2015 03:30,0.029
1,26/07/2015 04:00,0.028
1,26/07/2015 04:30,0.028
1,26/07/2015 05:00,0.029
1,26/07/2015 05:30,0.028
1,26/07/2015 06:00,0.029
1,26/07/2015 06:30,0.028
1,26/07/2015 07:00,0.028
1,26/07/2015 07:30,0.028
1,26/07/2015 08:00,0.028
1,26/07/2015 08:30,0.027
1,26/07/2015 09:00,0.028
1,26/07/2015 09:30,0.027
1,26/07/2015 10:00,0.028
1,26/07/2015 10:30,0.028
1,26/07/2015 11:00,0.027
1,26/07/2015 11:30,0.028
1,26/07/2015 12:00,0.028
1,26/07/2015 12:30,0.028
1,26/07/2015 13:00,0.027
1,26/07/2015 13:30,0.028
1,26/07/2015 14:00,0.029
1,26/07/2015 14:30,0.04
1,26/07/2015 15:00,0.028
1,26/07/2015 15:30,0.027
1,26/07/2015 16:00,0.028
1,26/07/2015 16:30,0.027
1,26/07/2015 17:00,0.027
1,26/07/2015 17:30,0.027
1,26/07/2015 18:00,0.028
1,26/07/2015 18:30,0.028
1,26/07/2015 19:00,0.028
1,26/07/2015 19:30,0.028
1,26/07/2015 20:00,0.027
1,26/07/2015 20:30,0.027
1,26/07/2015 21:00,0.027
1,26/07/2015 21:30,0.028
1,26/07/2015 22:00,0.033
1,26/07/2015 22:30,0.034
1,26/07/2015 23:00,0.028
1,26/07/2015 23:30,0.028
1,27/07/2015 00:00,0.028
1,27/07/2015 00:30,0.028
1,27/07/2015 01:00,0.04
1,27/07/2015 01:30,0.028
1,27/07/2015 02:00,0.028
1,27/07/2015 02:30,0.029
1,27/07/2015 03:00,0.028
1,27/07/2015 03:30,0.028
1,27/07/2015 04:00,0.028
1,27/07/2015 04:30,0.028
1,27/07/2015 05:00,0.028
1,27/07/2015 05:30,0.028
1,27/07/2015 06:00,0.028
1,27/07/2015 06:30,0.027
1,27/07/2015 07:00,0.028
1,27/07/2015 07:30,0.028
1,27/07/2015 08:00,0.028
1,27/07/2015 08:30,0.028
1,27/07/2015 09:00,0.028
1,27/07/2015 09:30,0.028
1,27/07/2015 10:00,0.028
1,27/07/2015 10:30,0.027
1,27/07/2015 11:00,0.028
1,27/07/2015 11:30,0.028
1,27/07/2015 12:00,0.028
1,27/07/2015 12:30,0.027
1,27/07/2015 13:00,0.028
1,27/07/2015 13:30,0.028
1,27/07/2015 14:00,0.041
1,27/07/2015 14:30,0.028
1,27/07/2015 15:00,0.04
1,27/07/2015 15:30,0.028
1,27/07/2015 16:00,0.04
1,27/07/2015 16:30,0.028
1,27/07/2015 17:00,0.028
1,27/07/2015 17:30,0.027
1,27/07/2015 18:00,0.028
1,27/07/2015 18:30,0.028
1,27/07/2015 19:00,0.027
1,27/07/2015 19:30,0.027
1,27/07/2015 20:00,0.027
1,27/07/2015 20:30,0.039
1,27/07/2015 21:00,0.04
1,27/07/2015 21:30,0.039
1,27/07/2015 22:00,0.041
1,27/07/2015 22:30,0.028
1,27/07/2015 23:00,0.028
1,27/07/2015 23:30,0.028
1,28/07/2015 00:00,0.029
1,28/07/2015 00:30,0.04
1,28/07/2015 01:00,0.029
1,28/07/2015 01:30,0.028
1,28/07/2015 02:00,0.028
1,28/07/2015 02:30,0.029
1,28/07/2015 03:00,0.028
1,28/07/2015 03:30,0.028
1,28/07/2015 04:00,0.028
1,28/07/2015 04:30,0.028
1,28/07/2015 05:00,0.028
1,28/07/2015 05:30,0.028
1,28/07/2015 06:00,0.027
1,28/07/2015 06:30,0.028
1,28/07/2015 07:00,0.028
1,28/07/2015 07:30,0.027
1,28/07/2015 08:00,0.028
1,28/07/2015 08:30,0.028
1,28/07/2015 09:00,0.028
1,28/07/2015 09:30,0.027
1,28/07/2015 10:00,0.028
1,28/07/2015 10:30,0.027
1,28/07/2015 11:00,0.027
1,28/07/2015 11:30,0.028
1,28/07/2015 12:00,0.027
1,28/07/2015 12:30,0.028
1,28/07/2015 13:00,0.028
1,28/07/2015 13:30,0.027
1,28/07/2015 14:00,0.028
1,28/07/2015 14:30,0.028
1,28/07/2015 15:00,0.04
1,28/07/2015 15:30,0.027
1,28/07/2015 16:00,0.027
1,28/07/2015 16:30,0.039
1,28/07/2015 17:00,0.028
1,28/07/2015 17:30,0.026
1,28/07/2015 18:00,0.027
1,28/07/2015 18:30,0.027
1,28/07/2015 19:00,0.026
1,28/07/2015 19:30,0.028
1,28/07/2015 20:00,0.039
1,28/07/2015 20:30,0.039
1,28/07/2015 21:00,0.027
1,28/07/2015 21:30,0.028
1,28/07/2015 22:00,0.04
1,28/07/2015 22:30,0.028
1,28/07/2015 23:00,0.04
1,28/07/2015 23:30,0.028
1,29/07/2015 00:00,0.028
1,29/07/2015 00:30,0.028
1,29/07/2015 01:00,0.028
1,29/07/2015 01:30,0.028
1,29/07/2015 02:00,0.028
1,29/07/2015 02:30,0.028
1,29/07/2015 03:00,0.028
1,29/07/2015 03:30,0.028
1,29/07/2015 04:00,0.028
1,29/07/2015 04:30,0.028
1,29/07/2015 05:00,0.028
1,29/07/2015 05:30,0.028
1,29/07/2015 06:00,0.028
1,29/07/2015 06:30,0.027
1,29/07/2015 07:00,0.027
1,29/07/2015 07:30,0.027
1,29/07/2015 08:00,0.04
1,29/07/2015 08:30,0.028
1,29/07/2015 09:00,0.028
1,29/07/2015 09:30,0.033
1,29/07/2015 10:00,0.035
1,29/07/2015 10:30,0.027
1,29/07/2015 11:00,0.028
1,29/07/2015 11:30,0.028
1,29/07/2015 12:00,0.028
1,29/07/2015 12:30,0.028
1,29/07/2015 13:00,0.029
1,29/07/2015 13:30,0.028
1,29/07/2015 14:00,0.028
1,29/07/2015 14:30,0.029
1,29/07/2015 15:00,0.028
1,29/07/2015 15:30,0.029
1,29/07/2015 16:00,0.028
1,29/07/2015 16:30,0.028
1,29/07/2015 17:00,0.028
1,29/07/2015 17:30,0.028
1,29/07/2015 18:00,0.027
1,29/07/2015 18:30,0.027
1,29/07/2015 19:00,0.027
1,29/07/2015 19:30,0.028
1,29/07/2015 20:00,0.028
1,29/07/2015 20:30,0.027
1,29/07/2015 21:00,0.039
1,29/07/2015 21:30,0.04
1,29/07/2015 22:00,0.052
1,29/07/2015 22:30,0.028
1,29/07/2015 23:00,0.028
1,29/07/2015 23:30,0.028
1,30/07/2015 00:00,0.028
1,30/07/2015 00:30,0.028
1,30/07/2015 01:00,0.028
1,30/07/2015 01:30,0.028
1,30/07/2015 02:00,0.028
1,30/07/2015 02:30,0.028
1,30/07/2015 03:00,0.029
1,30/07/2015 03:30,0.028
1,30/07/2015 04:00,0.028
1,30/07/2015 04:30,0.028
1,30/07/2015 05:00,0.028
1,30/07/2015 05:30,0.028
1,30/07/2015 06:00,0.028
1,30/07/2015 06:30,0.028
1,30/07/2015 07:00,0.027
1,30/07/2015 07:30,0.029
1,30/07/2015 08:00,0.028
1,30/07/2015 08:30,0.028
1,30/07/2015 09:00,0.028
1,30/07/2015 09:30,0.027
1,30/07/2015 10:00,0.04
1,30/07/2015 10:30,0.027
1,30/07/2015 11:00,0.027
1,30/07/2015 11:30,0.028
1,30/07/2015 12:00,0.027
1,30/07/2015 12:30,0.028
1,30/07/2015 13:00,0.027
